1.612973771837523007e-04,9.998387023725378020e-01,2.502785037980380145e-10
1.519430831189013448e-14,9.999999999999849010e-01,3.447997491366925265e-19
9.987797488308185478e-01,5.774692117767102735e-06,1.214476477063694245e-03
5.067266825863915692e-13,9.999999999994932942e-01,5.614517753471806751e-18
7.760044273645452180e-09,1.554137251496098125e-15,9.999999922399541719e-01
2.325307043142965657e-01,2.413843952842164900e-06,7.674668818417507143e-01
3.334680619084936802e-16,9.999999999999995559e-01,6.106698992770507575e-22
9.999991854674805669e-01,1.293525405596964591e-11,8.145195841775916709e-07
5.286095466838694017e-09,2.838313410730238497e-13,9.999999947136206657e-01
1.579071970912277702e-08,9.999999842070155243e-01,2.264742628745986158e-12
1.594776564442805348e-10,5.251534418416208802e-18,9.999999998405222357e-01
8.256701049864821429e-11,9.999999999174324916e-01,3.476873056364274662e-16
3.375424445844857114e-10,9.999999996624100440e-01,4.744956951922377124e-14
9.997477864366990374e-01,1.134672729082305496e-04,1.387462903929093474e-04
6.961890812990072135e-09,1.404613187609556291e-16,9.999999930381089364e-01
1.626476314252673180e-12,9.999999999983735233e-01,7.564157845979925556e-17
1.352518670296170394e-08,9.999999864714570474e-01,3.356252103746689505e-12
1.000000000000000000e+00,3.610815932497741488e-22,3.310724891064955551e-20
6.566476269669476291e-11,4.188083886430900409e-18,9.999999999343351931e-01
1.946685042131378351e-09,9.724161301985214921e-14,9.999999980532177091e-01
3.538446702947636710e-09,9.999999964615495784e-01,3.722458320193107285e-15
3.320643917706662951e-02,9.667935601906708643e-01,6.322624010581223944e-10
3.237575767050400182e-16,9.999999999999997780e-01,1.776515809786447164e-21
7.535971424572264754e-18,1.000000000000000000e+00,9.657626565731701271e-23
9.999997327003009584e-01,3.359962680799195337e-13,2.672993631695696798e-07
7.949223776564023900e-06,7.505390314221557260e-11,9.999920507011694770e-01
1.366782134740902276e-10,1.004700073275514141e-17,9.999999998633217757e-01
1.550164564056728117e-05,9.999844983489063477e-01,5.453117999704915988e-12
1.334910262592224874e-16,1.761344392712023759e-22,9.999999999999997780e-01
1.020767303767355247e-15,9.999999999999988898e-01,3.013952222770281452e-21
9.999999391532968795e-01,6.084555350139204171e-08,1.149485494763268186e-12
4.642674034366264817e-11,9.999999999535709172e-01,2.461094741057758597e-15
2.198070361205645016e-08,4.511927327390886358e-15,9.999999780192918575e-01
4.059480306653859272e-09,9.999999959402114946e-01,3.081797706935714395e-13
9.999999999657993577e-01,2.972469000446757809e-11,4.475924467931193108e-12
1.097504947914951463e-07,9.999998902492865938e-01,2.184157430348791960e-13
5.709320168152704543e-08,9.999999429067575329e-01,4.075905962585219635e-14
9.999999986713790090e-01,2.386857641914126335e-10,1.089935355430903145e-09
1.326511515438302149e-06,9.999986734189693083e-01,6.951515245134338747e-11
1.036790077885599422e-09,4.396397045682352640e-14,9.999999989631660480e-01
1.873362199388813161e-10,5.507315862457680055e-15,9.999999998126583023e-01
8.439088342258319240e-08,8.108036216573658820e-13,9.999999156083057006e-01
9.887959571893246702e-01,5.529922047468955228e-10,1.120404225768311876e-02
1.111629854970088149e-12,9.999999999988884447e-01,5.657317296058650583e-17
4.479821790504015888e-09,9.312236472828588132e-14,9.999999955200851165e-01
5.426350508734647285e-13,9.999999999994573230e-01,4.998297149261645816e-18
3.474224353054478715e-13,9.999999999996525002e-01,1.435864220432789851e-18
5.808253985582454273e-12,1.620255899768710485e-18,9.999999999941917572e-01
5.132666292461569120e-12,9.999999999948672169e-01,1.459239657592796455e-16
1.782210998766067744e-10,1.327074563518664620e-15,9.999999998217776742e-01
7.928623189487265382e-03,5.619399618828625828e-12,9.920713768048932124e-01
9.737847007485406833e-19,2.452762562979108048e-25,1.000000000000000000e+00
1.053594522248089672e-16,1.471596331479358104e-22,1.000000000000000000e+00
4.679138383173993723e-16,9.999999999999995559e-01,8.124678476899602841e-21
1.000000000000000000e+00,3.433560072429487092e-33,4.391357773472614522e-32
1.304445477004722177e-03,9.986955254916001223e-01,2.903139530036470622e-08
9.987992472823762347e-01,1.186656608291310243e-03,1.409610933242748227e-05
9.999999340018809191e-01,6.038761227613336498e-13,6.599751512175247020e-08
7.624288012939612248e-13,6.499207808323802140e-19,9.999999999992374988e-01
1.530343597207015213e-04,1.735886685467199579e-11,9.998469656229204139e-01
2.903536081454372110e-09,9.999999970964634777e-01,4.796914924829532466e-16
9.999941978611194271e-01,5.802111389863754670e-06,2.749083438081969827e-11
1.658593798415686065e-13,9.999999999998341327e-01,6.899414303214563548e-19
9.129874966432196051e-03,6.207868767548051799e-08,9.908700629548801153e-01
3.235596328096781035e-10,9.999999996764044052e-01,3.598039684577743391e-14
9.999993365241449661e-01,6.400891495686872730e-07,2.338670539216171755e-08
4.774055999539593143e-01,2.768930178572110329e-08,5.225943723567388899e-01
5.493912607441013739e-08,9.999999450605975282e-01,2.765505709745996607e-13
9.450099673866309440e-09,9.999999905476862905e-01,2.213942824225982474e-12
9.999997586545396056e-01,2.125857724664611122e-07,2.875968782284593825e-08
9.999990314986696438e-01,1.043502042970441183e-08,9.580663098564528604e-07
9.995683569777350508e-01,4.316414793394000101e-04,1.542925669983793165e-09
9.998609560605477009e-01,1.120022145447830515e-05,1.278437179978610247e-04
9.999999999997737365e-01,4.148233849016819586e-17,2.262724217218141060e-13
9.999999999999651390e-01,3.578853553258283785e-16,3.444236591902834380e-14
1.063886919320926479e-10,9.999999998936062173e-01,5.148914853514784156e-15
9.999999358998309384e-01,3.425405360231109706e-08,2.984611549753523683e-08
1.352665386172646428e-13,3.512926220936390411e-20,9.999999999998647748e-01
2.730041913200041418e-12,8.251243980541372727e-18,9.999999999972699616e-01
9.999999999983322230e-01,2.688827450374702714e-14,1.640908760879423140e-12
5.433866463029632574e-07,1.504504552069996362e-12,9.999994566118493022e-01
7.655473310458228431e-01,2.344526282030086617e-01,4.075116846336813571e-08
9.177204281072411929e-01,9.673294009079375421e-07,8.227860456335796269e-02
9.186050257720289602e-01,1.069321741153657924e-09,8.139497315864915872e-02
4.721552397513844004e-07,9.999995278393565279e-01,5.403680662411453134e-12
1.316342195214328753e-05,8.848913712354678733e-11,9.999868364895587725e-01
9.576433450841094208e-01,9.780578352346364220e-05,4.225884913236719470e-02
9.980900665157121932e-01,1.909928300626224191e-03,5.183661734698248897e-09
9.999999986737895252e-01,1.325428052621875553e-09,7.825325068784564598e-13
9.999627959167157742e-01,6.464366838075166213e-06,3.073971644612255333e-05
4.868372013900623507e-13,9.999999999995130562e-01,1.387128802971995865e-18
